dataset,train_split,test_split,config,checkpoint_name,psnr,ssim,ssim_mode,lpips,lpips_backbone,lpips_input_range,psnr_y,ssim_y,psnr_chroma,ssim_chroma,params_m,gmacs,gflops,tflops,input_size,checkpoint,enhanced_images,metric_source,complexity_tool,complexity_note
LOL-v2-syn,Synthetic/Train,Synthetic/Test,Multinex_LOL-v2-syn,Multinex_LOL-v2-syn,25.042182,0.929747,RGB channel mean,0.068472,alex,"[-1,1]",27.312840,0.964153,37.288588,0.956550,0.044620,2.538808,5.077615,0.005077615,1x3x256x256,pretrained_weights/Multinex_LOL-v2-syn.pth,test_result/LOL-v2-syn/enhanced,Enhancement/test.py,thop.profile,THOP returns MACs; GFLOPs=2*MACs/1e9; TFLOPs=2*MACs/1e12
