dataset,train_split,test_split,config,checkpoint_name,psnr,ssim,ssim_mode,lpips,lpips_backbone,lpips_input_range,psnr_y,ssim_y,psnr_chroma,ssim_chroma,params_m,gmacs,gflops,tflops,input_size,checkpoint,enhanced_images,metric_source,complexity_tool,complexity_note
LOL-v1,our485,eval15,Multinex_LOL-v1,Multinex_LOL-v1,23.192459,0.842685,RGB channel mean,0.124768,alex,"[-1,1]",26.289505,0.920619,32.525761,0.916475,0.044620,2.538808,5.077615,0.005077615,1x3x256x256,pretrained_weights/Multinex_LOL-v1.pth,test_result/LOL-v1/enhanced,Enhancement/test.py,thop.profile,THOP returns MACs; GFLOPs=2*MACs/1e9; TFLOPs=2*MACs/1e12
