dataset,train_split,test_split,config,checkpoint_name,psnr,ssim,ssim_mode,lpips,lpips_backbone,lpips_input_range,psnr_y,ssim_y,psnr_chroma,ssim_chroma,params_m,gmacs,gflops,tflops,input_size,checkpoint,enhanced_images,metric_source,complexity_tool,complexity_note
LOL-v2-real,Real_captured/Train,Real_captured/Test,Multinex_LOL-v2-real,Multinex_LOL-v2-real,22.953566,0.850315,RGB channel mean,0.179233,alex,"[-1,1]",25.169587,0.897223,36.414130,0.942673,0.044620,2.538808,5.077615,0.005077615,1x3x256x256,pretrained_weights/Multinex_LOL-v2-real.pth,test_result/LOL-v2-real/enhanced,Enhancement/test.py,thop.profile,THOP returns MACs; GFLOPs=2*MACs/1e9; TFLOPs=2*MACs/1e12
